,P,MR,Cv,Cp,T,R
1584,5166666.666666667,0.9939393939393939,1771.345732777187,2262.989337095037,1251.281822562932,491.6436043178502
1585,5222222.222222222,0.9939393939393939,1771.8129018973782,2263.253083357369,1252.060027552649,491.4401814599912
1586,5277777.777777778,0.9939393939393939,1772.2758414741459,2263.514559610753,1252.8307229127774,491.2387181366075
1587,5333333.333333333,0.9939393939393939,1772.7346324590203,2263.7738086338086,1253.5940573165017,491.03917617478817
1588,5388888.888888889,0.9939393939393939,1773.1893533909206,2264.0308720381,1254.350175369776,490.8415186471792
1589,5444444.444444444,0.9939393939393939,1773.6400805569224,2264.2857901987695,1255.099217229074,490.6457096418471
1590,5500000.0,0.9939393939393939,1774.0868880613218,2264.538602332079,1255.841318915045,490.4517142707574
1591,5555555.555555555,0.9939393939393939,1774.5298478920627,2264.789346569685,1256.5766126252595,490.2594986776229
1592,5611111.111111111,0.9939393939393939,1774.9690300617199,2265.0380599007053,1257.3052263865557,490.06902983898556
1593,5666666.666666667,0.9939393939393939,1775.4045025746816,2265.2847783996494,1258.0272851167015,489.8802758249679
1594,5722222.222222222,0.9939393939393939,1775.8363315998479,2265.5295370851572,1258.7429098989526,489.6932054853095
1595,5777777.777777778,0.9939393939393939,1776.264581501739,2265.772370034788,1259.4522184818657,489.5077885330488
1596,5833333.333333333,0.9939393939393939,1776.689314907652,2266.01331037212,1260.1553251970245,489.32399546446817
1597,5888888.888888889,0.9939393939393939,1777.110592749872,2266.252390426396,1260.8523416473838,489.14179767652394
1598,5944444.444444444,0.9939393939393939,1777.528474367655,2266.489641603512,1261.5433760857693,488.9611672358573
1599,6000000.0,0.9939393939393939,1777.9430175359792,2266.725094507274,1262.2285339449118,488.782076971295
1600,500000.0,1.0535353535353535,1654.608459928624,2179.1335131070023,1113.0310302323019,524.5250531783781
1601,555555.5555555555,1.0535353535353535,1657.6989223767328,2180.92083017891,1119.0878663800129,523.2219078021774
1602,611111.1111111111,1.0535353535353535,1660.5432011033056,2182.558726538946,1124.631971069067,522.0155254356404
1603,666666.6666666666,1.0535353535353535,1663.1809090774561,2184.0722933274087,1129.7476179510866,520.8913842499527
1604,722222.2222222222,1.0535353535353535,1665.6425693563986,2185.480680949124,1134.4995481746503,519.8381115927251
1605,777777.7777777778,1.0535353535353535,1667.9522298621168,2186.7988490926327,1138.9386205271303,518.8466192305158
1606,833333.3333333333,1.0535353535353535,1670.129195405502,2188.0387142394206,1143.1055461919602,517.9095188339186
1607,888888.8888888889,1.0535353535353535,1672.1892130294766,2189.209928727131,1147.033441847255,517.020715697654
1608,944444.4444444445,1.0535353535353535,1674.145306449192,2190.320424534995,1150.749623326549,516.175118085803
1609,1000000.0,1.0535353535353535,1676.0083777112866,2191.376802488619,1154.2768968166918,515.3684247773324
1610,1055555.5555555555,1.0535353535353535,1677.7876502519653,2192.384616887477,1157.6345080209517,514.596966635512
1611,1111111.111111111,1.0535353535353535,1679.491001198184,2193.348587603449,1160.8388528800351,513.8575864052648
1612,1166666.6666666665,1.0535353535353535,1681.1252147214186,2194.272760814049,1163.9040185161994,513.1475460926304
1613,1222222.2222222222,1.0535353535353535,1682.6961780130694,2195.160632636041,1166.8422010035767,512.4644546229715
1614,1277777.7777777778,1.0535353535353535,1684.2090349527477,2196.01524552343,1169.6640322632031,511.8062105706824
1615,1333333.3333333335,1.0535353535353535,1685.668307848482,2196.8392643086663,1172.3788388920277,511.1709564601844
1616,1388888.888888889,1.0535353535353535,1687.07799514558,2197.635036892891,1174.9948493090342,510.5570417473112
1617,1444444.4444444445,1.0535353535353535,1688.441650463134,2198.4046431430024,1177.5193611708974,509.96299267986836
1618,1500000.0,1.0535353535353535,1689.7624471555578,2199.1499346578426,1179.9588778875705,509.38748750228467
1619,1555555.5555555555,1.0535353535353535,1691.0432314763887,2199.8725673775452,1182.319220854161,508.8293359011566
1620,1611111.111111111,1.0535353535353535,1692.2865666900382,2200.574028548364,1184.6056224574183,508.28746185832574
1621,1666666.6666666667,1.0535353535353535,1693.494769928075,2201.2556591612915,1186.8228036489104,507.76088923321646
1622,1722222.2222222222,1.0535353535353535,1694.669943184867,2201.918672759321,1188.9750390920526,507.2487295744538
1623,1777777.7777777778,1.0535353535353535,1695.8139995421782,2202.5641712969923,1191.0662122012582,506.75017175481395
1624,1833333.3333333333,1.0535353535353535,1696.9286854823392,2203.193158591693,1193.0998619050677,506.264473109354
1625,1888888.8888888888,1.0535353535353535,1698.0155999735553,2203.8065517942123,1195.079222588153,505.7909518206573
